Length,Time
-1,0.00239158
-1,0.00222373
-1,0.00555038
-1,0.00149059
-1,0.00264788
-1,0.00954461
-1,0.00478721
-1,0.00139546
-1,0.00079322
-1,0.00172782
-1,0.00190067
-1,0.00170684
-1,0.00504255
-1,0.00132179
-1,0.00105834
-1,0.00703812
-1,0.00106359
-1,0.00397754
-1,0.00156665
-1,0.00200152
-1,0.00271201
-1,0.00208497
-1,0.00081563
-1,0.00186801
-1,0.00240803
-1,0.00088072
-1,0.00096369
-1,0.00075746
-1,0.00088549
-1,0.00165153
-1,0.00182414
-1,0.00104547
-1,0.00313401
-1,0.00238967
-1,0.00177789
-1,0.00350833
-1,0.00339723
-1,0.00672102
-1,0.00340009
-1,0.0034132
-1,0.00390458
-1,0.00405359
-1,0.00320339
-1,0.00333858
-1,0.00451398
-1,0.00266385
-1,0.00274801
-1,0.00432539
-1,0.00556445
-1,0.00499463
-1,0.0092628
-1,0.0055387
-1,0.00187969
-1,0.01681614
-1,0.0017581
-1,0.01589465
-1,0.00170898
-1,0.00367904
-1,0.00268698
-1,0.00813651
-1,0.00761795
-1,0.02742147
-1,0.06053805
-1,0.00269127
-1,0.00331402
-1,0.05594921
-1,0.01570153
-1,0.00206399
-1,0.00068426
-1,0.00062203
-1,0.00074887
-1,0.00238419
-1,0.00091863
-1,0.00380874
-1,0.02451825
-1,0.0014472
-1,0.01520014
-1,0.0148294
-1,0.01593161
-1,0.02203822
-1,0.00551152
-1,0.0221622
-1,0.01614666
-1,0.01617026
-1,0.00982213
-1,0.00393414
-1,0.00358295
-1,0.00386
-1,0.0048697
-1,0.00343847
-1,0.00428462
-1,0.00261807
-1,0.00167155
-1,0.00240088
-1,0.00248957
-1,0.00328231
-1,0.00442982
-1,0.00235677
-1,0.00440168
-1,0.00438976
-1,0.00371838
-1,0.0022614
-1,0.00208569
-1,0.00077534
-1,0.00061274
-1,0.00083566
-1,0.00241065
-1,0.00260091
-1,0.00349259
-1,0.00558734
-1,0.00171518
-1,0.0021224
-1,0.00063467
-1,0.0008111
-1,0.001508
-1,0.00267863
-1,0.00388169
-1,0.00085092
-1,0.00293708
-1,0.00313044
-1,0.00068212
-1,0.0029366
-1,0.00315833
-1,0.00492215
-1,0.00298285
-1,0.00065923
-1,0.00187874
-1,0.00270748
-1,0.00073934
-1,0.00154638
-1,0.00148296
-1,0.0032444
-1,0.00060105
-1,0.00182128
-1,0.00349092
-1,0.01196957
-1,0.00181794
-1,0.00435185
-1,0.00451231
-1,0.00110006
-1,0.00457382
-1,0.00186801
-1,0.02312517
-1,0.00416851
-1,0.00752306
-1,0.00068378
-1,0.00101924
-1,0.00107408
-1,0.00140715
-1,0.00115108
-1,0.01002741
-1,0.00696087
-1,0.00295591
-1,0.00351214
-1,0.00675821
-1,0.00256205
-1,0.00803566
-1,0.00507998
-1,0.00661993
-1,0.00852871
-1,0.00507569
-1,0.00704241
-1,0.0073874
-1,0.00466776
-1,0.00541711
-1,0.01041174
-1,0.00226545
-1,0.00335956
-1,0.00701308
-1,0.00225663
-1,0.00218129
-1,0.00639153
-1,0.00426531
-1,0.00261259
-1,0.00782371
-1,0.0028789
-1,0.0022893
-1,0.00700068
-1,0.00606298
-1,0.00219679
-1,0.00330043
-1,0.00869751
-1,0.00199294
-1,0.00227809
-1,0.00759101
-1,0.0017097
-1,0.00174046
-1,0.00610042
-1,0.02611709
-1,0.00176096
-1,0.0026443
-1,0.0059309
-1,0.00359559
-1,0.00307727
-1,0.0060184
-1,0.00460196
-1,0.00566912
-1,0.00362921
-1,0.02011871
-1,0.00542164
-1,0.0061481
-1,0.00128436
-1,0.00163579
-1,0.0110898
-1,0.00184774
-1,0.00167561
-1,0.00616574
-1,0.00610614
-1,0.00148416
-1,0.00657439
-1,0.00887156
-1,0.00215483
-1,0.00183392
-1,0.00188136
-1,0.00758815
-1,0.00490689
-1,0.0061872
-1,0.00244188
-1,0.00494647
-1,0.00674462
-1,0.00486326
-1,0.00309348
-1,0.00659823
-1,0.00375509
-1,0.00568771
-1,0.00210929
-1,0.0041883
-1,0.00379252
-1,0.00482988
-1,0.00446677
-1,0.0079658
-1,0.01910663
-1,0.0043931
-1,0.00652289
-1,0.00307345
-1,0.00677347
-1,0.00324059
-1,0.0050509
-1,0.00426817
-1,0.00644684
-1,0.00742817
-1,0.00562215
-1,0.00771976
-1,0.01760936
-1,0.00653458
-1,0.00834966
-1,0.00374961
-1,0.00890183
-1,0.00625777
-1,0.00480556
-1,0.00647426
-1,0.00247812
-1,0.00240564
-1,0.00397944
-1,0.00260448
-1,0.00628567
-1,0.00620651
-1,0.00419164
-1,0.0068996
-1,0.00226235
-1,0.00300097
-1,0.01182151
-1,0.01300406
-1,0.00233722
-1,0.00221205
-1,0.00456667
-1,0.00313807
-1,0.00742698
-1,0.00696802
-1,0.0042522
-1,0.00178146
-1,0.00442815
-1,0.00131583
-1,0.0057106
-1,0.00158095
-1,0.00183487
-1,0.00551081
-1,0.00363135
-1,0.00106549
-1,0.00178337
-1,0.00154209
-1,0.00286627
-1,0.011132
-1,0.01588535
-1,0.0045929
-1,0.00549746
-1,0.00657058
-1,0.00060678
-1,0.00933599
-1,0.01008129
-1,0.02590895
-1,0.01191664
-1,0.0116787
-1,0.00222015
-1,0.00242805
-1,0.00968146
-1,0.00514436
-1,0.00682163
-1,0.00209188
-1,0.00312996
-1,0.00302505
-1,0.00580335
-1,0.00250006
-1,0.00250602
-1,0.00377893
-1,0.00649285
-1,0.03689551
-1,0.00421476
-1,0.00113821
-1,0.00448847
-1,0.00140357
-1,0.00985837
-1,0.0029726
-1,0.00340629
-1,0.002285
-1,0.00206161
-1,0.0008688
-1,0.00130153
-1,0.06025791
-1,0.06651235
-1,0.0588026
-1,0.00324011
-1,0.02357721
-1,0.02933455
-1,0.0047648
-1,0.03677273
-1,0.00296545
-1,0.00066257
-1,0.00446153
-1,0.00137925
-1,0.00264096
-1,0.00098395
-1,0.00337863
-1,0.0031395
-1,0.00231576
-1,0.00093555
-1,0.05860233
-1,0.00356197
-1,0.00166941
-1,0.00270224
-1,0.00281024
-1,0.00773454
-1,0.00235915
-1,0.00178123
-1,0.00163412
-1,0.00195289
-1,0.00200391
-1,0.00203919
-1,0.00327349
-1,0.00334072
-1,0.00292063
-1,0.00478125
-1,0.00219011
-1,0.00363064
-1,0.0024662
-1,0.00195932
-1,0.00249028
-1,0.00249648
-1,0.0027647
